Finalizer batch: consisid_official_vbench_v1_single_20260705_155651
Skipping video generation
{
  "mode": "symlink",
  "prompts": 944,
  "generation_log_rows": 944,
  "linked_video_files": 944,
  "missing_count": 0,
  "skipped_count": 0,
  "output_dir": "data/generated_official_vbench/consisid_official_vbench_v1_single_20260705_155651_standard_names",
  "missing": [],
  "skipped": []
}
Evaluating subject_consistency
Evaluating background_consistency
Evaluating temporal_flickering
Evaluating motion_smoothness
Evaluating dynamic_degree
Evaluating aesthetic_quality
Evaluating imaging_quality
Evaluating object_class
Evaluating multiple_objects
Evaluating human_action
Evaluating color
Evaluating spatial_relationship
Evaluating scene
Evaluating temporal_style
Evaluating appearance_style
Evaluating overall_consistency
{
  "report": "outputs/official_vbench_v1_consisid/consisid_official_vbench_v1_single_20260705_155651/report/ConsisID官方VBench评测报告.md",
  "csv": "outputs/official_vbench_v1_consisid/consisid_official_vbench_v1_single_20260705_155651/report/ConsisID官方VBench评测结果.csv",
  "bar": "outputs/official_vbench_v1_consisid/consisid_official_vbench_v1_single_20260705_155651/report/ConsisID官方VBench柱状图.svg",
  "radar": "outputs/official_vbench_v1_consisid/consisid_official_vbench_v1_single_20260705_155651/report/ConsisID官方VBench雷达图.svg"
}
Report: /data/zengxin/zwt/face_study/outputs/official_vbench_v1_consisid/consisid_official_vbench_v1_single_20260705_155651/report/ConsisID官方VBench评测报告.md
Finalize done: outputs/official_vbench_v1_consisid/consisid_official_vbench_v1_single_20260705_155651/report
